Id,SalePrice
1651,115570.9138
1652,96086.83253
1653,96309.863
1654,152316.0464
1655,140118.5631
1656,147696.0549
1657,157962.8823
1658,154574.6552
1659,127648.5299
1660,151932.061
1661,424550.0982
1662,387569.1376
1663,366466.4044
1664,566415.6872
1665,307166.715
1666,331193.7633
1667,353610.5848
1668,332730.8286
1669,303832.4104
1670,339497.5041
1671,272263.0436
1672,435475.8121
1673,305771.9097
1674,260012.6411
1675,203046.1111
1676,206465.3206
1677,225083.8116
1678,590418.0649
1679,388034.8578
1680,323641.6252
1681,255335.7179
1682,316115.8735
1683,193434.3867
1684,172667.7579
1685,171950.0306
1686,164696.0738
1687,167524.1406
1688,185745.6797
1689,187164.1448
1690,187921.1796
1691,179827.6634
1692,253920.8236
1693,173887.0706
1694,179814.4744
1695,167458.3763
1696,275743.6315
1697,170322.9939
1698,342486.9497
1699,337558.2647
1700,256822.7258
1701,268839.2369
1702,242992.9258
1703,244597.9714
1704,286098.8024
1705,237860.7602
1706,323363.9257
1707,219373.9368
1708,210788.0986
1709,263500.5691
1710,223740.9361
1711,262234.7019
1712,248156.1833
1713,266549.9943
1714,222213.6622
1715,205853.644
1716,189308.2602
1717,172422.4401
1718,141138.6815
1719,214960.4741
1720,254833.3214
1721,163708.5315
1722,124052.5672
1723,153675.8009
1724,214908.0204
1725,236136.7335
1726,188190.1597
1727,168133.9238
1728,172295.7977
1729,167369.4139
1730,161522.282
1731,121431.139
1732,132807.7662
1733,123052.4687
1734,125693.3078
1735,118031.3483
1736,108015.5327
1737,328368.3279
1738,237003.9392
1739,273230.8677
1740,219049.0623
1741,194719.5415
1742,175286.8779
1743,174845.5831
1744,316603.2482
1745,224517.365
1746,221807.6528
1747,217596.3731
1748,225426.8391
1749,149244.8991
1750,139878.3468
1751,229951.8694
1752,114466.3782
1753,151348.8387
1754,199188.5128
1755,168891.3555
1756,135989.1112
1757,119977.6332
1758,147053.733
1759,157719.4262
1760,165139.2805
1761,154734.5458
1762,179768.148
1763,173124.9426
1764,118642.8993
1765,183333.6348
1766,178564.1743
1767,217543.5631
1768,142740.5984
1769,167991.0608
1770,151304.7083
1771,127479.4389
1772,143228.8815
1773,124042.0037
1774,142314.1804
1775,142147.9146
1776,125966.0123
1777,111232.5803
1778,147801.8423
1779,129534.0765
1780,168001.4992
1781,128920.8944
1782,90848.34565
1783,136641.2361
1784,102524.7228
1785,126665.9131
1786,147324.2537
1787,163982.6285
1788,55431.52056
1789,106831.2594
1790,81485.08029
1791,192577.3516
1792,158989.8217
1793,129913.0206
1794,155957.5559
1795,139137.083
1796,130390.9931
1797,119378.4411
1798,125163.4772
1799,109471.4105
1800,124648.9485
1801,126462.1032
1802,128918.082
1803,156095.0654
1804,134852.2852
1805,137266.8353
1806,129200.0328
1807,140362.3662
1808,123616.0455
1809,130847.0794
1810,145508.8577
1811,89420.68188
1812,109656.875
1813,126968.8989
1814,96023.31986
1815,59548.312
1816,103090.5377
1817,125890.3744
1818,154070.8284
1819,122045.9305
1820,60024.07488
1821,107285.2851
1822,153307.0136
1823,50763.36343
1824,139332.2254
1825,143219.2294
1826,100527.5581
1827,112938.6214
1828,143036.3979
1829,122954.0955
1830,147751.2689
1831,150624.2758
1832,88765.42541
1833,140918.334
1834,130861.488
1835,145643.4501
1836,133374.4644
1837,98745.62113
1838,129934.0158
1839,92915.4315
1840,162568.5481
1841,139562.8196
1842,92778.29512
1843,143106.1618
1844,144569.7246
1845,146925.7838
1846,157754.6744
1847,161780.1541
1848,55646.76776
1849,114790.9539
1850,122060.5016
1851,156084.8924
1852,120836.2953
1853,133452.889
1854,171895.286
1855,160596.3134
1856,220385.1139
1857,153131.9987
1858,139559.5109
1859,111914.22
1860,153004.4121
1861,115193.32
1862,285607.2171
1863,275399.047
1864,275614.1561
1865,337494.929
1866,317442.3898
1867,229308.9739
1868,291401.5909
1869,205616.8601
1870,235534.686
1871,251655.8107
1872,173587.3001
1873,239304.9355
1874,132453.7781
1875,192663.2745
1876,194497.5469
1877,213805.8579
1878,198713.1141
1879,137066.4073
1880,130081.3354
1881,243953.3058
1882,250041.3186
1883,190454.4594
1884,210128.1673
1885,251655.3312
1886,290976.3445
1887,212191.8013
1888,273790.3587
1889,168201.3142
1890,117594.3386
1891,121797.7364
1892,110677.9996
1893,127008.4359
1894,125734.8295
1895,143606.0784
1896,126119.8869
1897,123819.3507
1898,109689.4278
1899,150431.322
1900,141675.2474
1901,176532.3228
1902,156493.8476
1903,215468.6675
1904,144752.416
1905,190254.9074
1906,150717.9457
1907,219000.0541
1908,116117.3217
1909,135989.4662
1910,128894.3992
1911,212953.3932
1912,299676.3333
1913,150080.4483
1914,61415.676
1915,323826.7754
1916,74824.93151
1917,252478.0368
1918,137250.7289
1919,163818.5509
1920,163447.373
1921,382998.3362
1922,327226.6849
1923,220080.4928
1924,228073.8626
1925,217701.0509
1926,369678.1001
1927,135181.8881
1928,159541.91
1929,127433.1144
1930,128860.6611
1931,134458.0441
1932,136563.2366
1933,187913.7283
1934,179429.2744
1935,169016.025
1936,197287.2054
1937,178032.8408
1938,171310.5426
1939,264440.7376
1940,197033.2714
1941,171283.9952
1942,176188.9793
1943,218611.0539
1944,338927.7345
1945,371412.8628
1946,156869.9968
1947,230837.7305
1948,170578.1987
1949,236453.193
1950,184460.0318
1951,262334.9403
1952,224891.5298
1953,175341.9498
1954,186391.8248
1955,135307.5063
1956,287643.9917
1957,161089.1027
1958,285176.4299
1959,143799.3166
1960,105734.5383
1961,127854.2339
1962,98680.9569
1963,107859.7294
1964,108791.9125
1965,145444.6683
1966,141897.3975
1967,309779.2693
1968,420241.434
1969,377659.2385
1970,416429.935
1971,429201.536
1972,371612.3809
1973,280946.9887
1974,322429.132
1975,593979.4595
1976,291550.2104
1977,367638.0871
1978,350246.034
1979,326318.8287
1980,206585.15
1981,341520.5446
1982,237270.5949
1983,221107.574
1984,174165.1096
1985,222487.9473
1986,213284.4328
1987,196978.249
1988,175312.3368
1989,189627.8174
1990,217648.1582
1991,238206.5938
1992,215970.9642
1993,170724.0619
1994,238009.0687
1995,182452.4217
1996,273037.8538
1997,303076.2046
1998,337633.4945
1999,276341.5415
2000,310345.8053
2001,276556.0377
2002,241787.1961
2003,246460.0679
2004,279051.1492
2005,227822.1985
2006,222282.2715
2007,246669.0216
2008,231304.0683
2009,200983.3061
2010,192568.6527
2011,132570.9687
2012,178283.77
2013,180167.0071
2014,189474.3956
2015,212445.4935
2016,196167.7745
2017,202521.9418
2018,117862.8417
2019,133785.4048
2020,104878.4518
2021,113894.7208
2022,188302.8549
2023,149515.7095
2024,269968.3356
2025,359599.923
2026,176236.5856
2027,157238.7729
2028,156997.8368
2029,174502.5975
2030,264760.7302
2031,231518.4443
2032,250920.9189
2033,247738.005
2034,168493.7409
2035,217180.7708
2036,187883.5473
2037,200013.1294
2038,301212.2394
2039,232013.8003
2040,349163.9977
2041,288996.4957
2042,201717.2741
2043,173610.0685
2044,168942.7626
2045,214152.218
2046,146791.4463
2047,145356.5419
2048,134767.7267
2049,133063.1334
2050,174869.6746
2051,106740.3093
2052,123114.6624
2053,143268.741
2054,87280.1946
2055,161090.1133
2056,131913.2736
2057,114544.4025
2058,219370.0902
2059,132596.1895
2060,172908.721
2061,172526.0449
2062,132816.1388
2063,114997.6278
2064,139585.3495
2065,116556.9426
2066,173472.4496
2067,121402.082
2068,136756.9552
2069,86264.11913
2070,108149.0539
2071,101222.8306
2072,132963.6234
2073,136438.1758
2074,191123.8711
2075,150439.6203
2076,121359.1031
2077,158431.597
2078,130316.7439
2079,131767.2643
2080,118761.0359
2081,124122.178
2082,129911.6043
2083,146316.7885
2084,110323.7556
2085,121661.8935
2086,116045.9164
2087,119013.6023
2088,106751.6928
2089,82785.49823
2090,129821.0432
2091,116252.4644
2092,127452.2555
2093,135022.6892
2094,125293.9458
2095,159144.08
2096,89800.26076
2097,98202.24789
2098,151932.5609
2099,51703.02772
2100,82079.49832
2101,120117.3235
2102,126923.785
2103,103575.8683
2104,130209.09
2105,137497.8809
2106,62054.35761
2107,206578.3341
2108,115551.8496
2109,116468.5194
2110,127836.0844
2111,155581.1999
2112,140008.6167
2113,118162.9203
2114,113125.3501
2115,159450.9717
2116,124671.2874
2117,145348.1541
2118,125943.3648
2119,115216.6986
2120,106891.1268
2121,98552.39549
2122,110904.8895
2123,95392.65436
2124,167979.5634
2125,128728.004
2126,160897.105
2127,155834.8553
2128,138909.4109
2129,88882.06196
2130,143718.9134
2131,142242.5806
2132,119563.3357
2133,125353.0134
2134,114995.0203
2135,100088.2566
2136,74607.08827
2137,116162.5576
2138,141682.5974
2139,148757.8028
2140,141897.6072
2141,154577.5008
2142,133657.8848
2143,153009.8957
2144,124575.8577
2145,138453.1319
2146,173765.1626
2147,145476.9661
2148,133581.6966
2149,144694.6771
2150,224293.6729
2151,119658.6807
2152,177996.8412
2153,176302.338
2154,107179.1769
2155,136104.8167
2156,266121.3319
2157,233790.9498
2158,237117.6259
2159,220109.7058
2160,180756.5338
2161,244735.8867
2162,399643.1683
2163,341818.2542
2164,263412.3922
2165,195492.7286
2166,146524.6942
2167,217702.4639
2168,200559.0568
2169,194377.5533
2170,222030.0943
2171,152092.1114
2172,138448.0821
2173,162892.6239
2174,232153.0964
2175,292557.0318
2176,318025.2928
2177,252236.4363
2178,215681.1882
2179,137060.943
2180,216725.1157
2181,190754.6835
2182,226125.1287
2183,193736.07
2184,132152.8536
2185,120570.3569
2186,165307.5641
2187,145931.5703
2188,155161.581
2189,249452.8256
2190,93289.25439
2191,83246.02946
2192,96535.00372
2193,109409.2542
2194,103124.9313
2195,97351.36724
2196,109054.1893
2197,119705.1606
2198,159130.8341
2199,169682.8512
2200,144000.5012
2201,139660.3675
2202,186959.9613
2203,156332.9356
2204,180356.1967
2205,123973.3773
2206,149065.8153
2207,215293.663
2208,244605.4327
2209,230336.556
2210,126409.2354
2211,117938.7771
2212,111658.9288
2213,106759.5638
2214,133800.9064
2215,103373.7351
2216,150248.8522
2217,79919.44558
2218,69080.69826
2219,60787.58047
2220,48082.79238
2221,323729.2984
2222,268349.3723
2223,284808.3803
2224,215788.5077
2225,130893.3937
2226,191295.8425
2227,199095.8658
2228,281731.1191
2229,250914.9703
2230,161046.0638
2231,215836.739
2232,181123.493
2233,183293.0245
2234,246657.3057
2235,219673.5786
2236,270364.2403
2237,331061.0177
2238,201424.0939
2239,123848.2493
2240,151391.4079
2241,149521.1575
2242,134342.1478
2243,127658.105
2244,99130.01862
2245,108364.3445
2246,141641.9757
2247,113462.2622
2248,124287.1959
2249,122725.3353
2250,131016.3261
2251,124044.6604
2252,187076.3351
2253,161560.8479
2254,181244.0683
2255,190242.5604
2256,175306.3738
2257,206290.0954
2258,161925.4686
2259,177238.2829
2260,151013.367
2261,201460.2051
2262,230417.8813
2263,346801.5157
2264,577572.4193
2265,158518.5124
2266,299097.2196
2267,384384.7295
2268,411412.7799
2269,154448.8132
2270,184645.1383
2271,224862.2327
2272,194041.2995
2273,162176.9001
2274,178202.8449
2275,166496.3584
2276,192498.1733
2277,182473.5247
2278,151290.7624
2279,119365.7078
2280,110308.1973
2281,169889.2228
2282,186153.8195
2283,105221.8159
2284,108045.3975
2285,147285.9379
2286,123428.8954
2287,355662.3442
2288,286764.4309
2289,378669.6199
2290,428314.225
2291,331588.981
2292,403408.4495
2293,577341.2463
2294,397313.7859
2295,581096.4131
2296,294821.3613
2297,330475.6926
2298,334893.0041
2299,364636.8722
2300,329326.7528
2301,302525.1962
2302,255627.01
2303,255037.1432
2304,258451.562
2305,208928.5409
2306,204367.0426
2307,203461.4691
2308,233536.8371
2309,279461.1365
2310,231179.2109
2311,211290.5335
2312,179000.5339
2313,172930.5178
2314,178986.1312
2315,180234.4753
2316,203027.0464
2317,192440.537
2318,181830.8971
2319,181538.9224
2320,185565.9965
2321,246967.3677
2322,183423.0784
2323,190093.0597
2324,174448.327
2325,215902.0253
2326,168881.4133
2327,206937.0736
2328,222818.1302
2329,182291.2828
2330,176334.4814
2331,348191.0174
2332,386061.0476
2333,315459.0574
2334,269630.4294
2335,273369.7543
2336,321592.8425
2337,207420.8961
2338,272766.9869
2339,224311.2167
2340,385251.7626
2341,217868.5084
2342,236779.1412
2343,223198.3238
2344,228270.4252
2345,231229.2691
2346,215522.9854
2347,205029.4027
2348,239382.6823
2349,182792.1594
2350,293088.3852
2351,264195.6376
2352,247340.4399
2353,259766.5135
2354,144238.1411
2355,154433.6084
2356,148876.3612
2357,196103.5251
2358,199292.122
2359,119917.5731
2360,119093.7433
2361,146730.5104
2362,276075.7697
2363,135525.1011
2364,162059.1768
2365,212808.8095
2366,194970.8616
2367,224863.6221
2368,209565.6083
2369,226192.7479
2370,168488.1518
2371,167177.972
2372,196471.9772
2373,277697.7431
2374,297075.4135
2375,253718.4566
2376,289789.8426
2377,340126.5199
2378,144320.3779
2379,204568.4228
2380,144418.0097
2381,169625.7113
2382,197677.5391
2383,201684.5757
2384,243309.9412
2385,156366.1627
2386,135322.689
2387,133359.207
2388,107138.2764
2389,128007.4129
2390,147342.1291
2391,140590.1964
2392,120480.7876
2393,171544.3998
2394,142069.0417
2395,204151.4027
2396,140938.0995
2397,211814.3206
2398,125280.5224
2399,69029.88729
2400,62860.97204
2401,128334.267
2402,135405.1548
2403,140863.3885
2404,146749.8875
2405,156542.1954
2406,141472.5401
2407,122610.1259
2408,133613.2489
2409,123960.6109
2410,172595.472
2411,123208.6982
2412,156566.0972
2413,130802.3479
2414,140115.8618
2415,133062.4827
2416,132565.7651
2417,137928.5317
2418,131296.649
2419,122637.9562
2420,126114.5712
2421,141714.216
2422,116075.2484
2423,126077.7602
2424,146708.0257
2425,216893.322
2426,128241.9423
2427,140544.7012
2428,175963.2395
2429,105999.0316
2430,130415.2452
2431,110194.5263
2432,142563.0485
2433,147651.7847
2434,142358.0069
2435,161711.4351
2436,109129.5072
2437,106591.6724
2438,114010.5337
2439,110156.2723
2440,124995.9788
2441,100636.5572
2442,102057.7378
2443,129726.387
2444,134231.8237
2445,83112.33075
2446,135260.7307
2447,203460.3373
2448,142545.5819
2449,110827.1303
2450,153371.9123
2451,124695.613
2452,207094.3577
2453,97188.35579
2454,122016.2932
2455,115176.5536
2456,148092.4678
2457,130969.1699
2458,127881.23
2459,115752.5615
2460,139334.7601
2461,118592.036
2462,128839.1171
2463,125479.263
2464,173525.6782
2465,139700.7983
2466,109946.0125
2467,129318.9847
2468,91373.12559
2469,92973.36241
2470,192078.136
2471,204326.2122
2472,179914.9528
2473,116251.9283
2474,86597.55078
2475,215137.2182
2476,109745.6024
2477,127594.9909
2478,159316.0746
2479,109282.6844
2480,150796.8218
2481,128117.34
2482,120812.0732
2483,108828.3849
2484,126660.1112
2485,126765.8953
2486,160341.5322
2487,192716.9364
2488,159717.1445
2489,154491.5323
2490,145585.8681
2491,88972.6181
2492,183144.2147
2493,145989.9629
2494,151076.7962
2495,87623.43304
2496,231526.6958
2497,155730.8451
2498,114513.0601
2499,95511.21512
2500,123048.0521
2501,135418.7997
2502,140769.4612
2503,98706.91391
2504,182272.3215
2505,226288.4483
2506,257185.103
2507,306390.2071
2508,254460.1237
2509,215516.032
2510,220647.704
2511,179220.3749
2512,215043.5564
2513,214893.2466
2514,288535.2834
2515,156576.2955
2516,168277.9552
2517,141567.5996
2518,138709.1913
2519,234811.3644
2520,215573.7749
2521,192125.0283
2522,219047.4111
2523,124654.8986
2524,135728.207
2525,158107.2286
2526,155273.5877
2527,118269.5046
2528,134165.4341
2529,132966.3637
2530,116679.7394
2531,257162.6673
2532,224570.11
2533,199327.8634
2534,250619.501
2535,293047.3375
2536,234073.8692
2537,246689.4861
2538,185752.0025
2539,185586.614
2540,184211.5298
2541,177721.7717
2542,167226.501
2543,122113.7556
2544,124646.8697
2545,131884.7263
2546,136869.2082
2547,146352.9375
2548,158614.9819
2549,159621.9188
2550,653874.4295
2551,140570.7861
2552,124890.369
2553,81062.32482
2554,105034.9595
2555,112206.9208
2556,104357.9204
2557,111967.9823
2558,171583.3924
2559,149804.0354
2560,145375.1149
2561,142094.9978
2562,148847.4835
2563,150750.458
2564,183103.6708
2565,153514.9845
2566,167904.4314
2567,136884.6914
2568,206803.2629
2569,207048.9679
2570,123793.2012
2571,194382.2446
2572,166947.1531
2573,225128.0477
2574,306102.5765
2575,135144.397
2576,132268.189
2577,157141.3553
2578,86047.97089
2579,61969.27127
2580,119621.8024
2581,129678.0576
2582,127068.3279
2583,292342.0283
2584,174949.7432
2585,190522.52
2586,218234.0153
2587,204182.0497
2588,138940.1468
2589,146693.6676
2590,210391.9155
2591,226864.1781
2592,222540.53
2593,258210.8133
2594,176805.7518
2595,202716.189
2596,317019.648
2597,184497.5602
2598,278535.9998
2599,330409.3563
2600,164885.2375
2601,125957.7842
2602,78806.48776
2603,92619.28614
2604,89605.64497
2605,77783.35777
2606,146875.6738
2607,196711.3621
2608,187135.2833
2609,157551.8784
2610,115127.8277
2611,169741.4
2612,156633.6457
2613,126169.2665
2614,114904.9591
2615,152965.4094
2616,148673.7181
2617,190950.5671
2618,203872.0867
2619,202193.1276
2620,182273.0277
2621,182469.4761
2622,183530.79
2623,244741.1668
2624,286559.7587
2625,313786.4357
2626,168474.0268
2627,174266.9747
2628,561297.0788
2629,608710.9844
2630,373118.4054
2631,574956.6679
2632,411578.3335
2633,321565.5494
2634,392174.4668
2635,145224.3795
2636,171859.624
2637,180372.8811
2638,265099.5964
2639,183794.5091
2640,153187.2588
2641,103321.81
2642,192967.39
2643,107814.8734
2644,128508.9556
2645,104378.7008
2646,93790.49874
2647,100189.3872
2648,143209.4254
2649,141138.8476
2650,136871.7309
2651,142636.6867
2652,412252.8796
2653,267893.5327
2654,267207.3392
2655,382943.7365
2656,331847.4285
2657,335765.1329
2658,302771.4232
2659,321289.6942
2660,344509.8994
2661,361014.5524
2662,362599.1004
2663,287387.3659
2664,273254.1309
2665,327648.6615
2666,290642.4951
2667,176359.3131
2668,184496.3382
2669,183597.2414
2670,283026.5132
2671,186590.7411
2672,192280.2538
2673,208359.9028
2674,206615.2308
2675,179958.223
2676,186333.191
2677,199165.9683
2678,251868.2815
2679,279523.959
2680,279051.8968
2681,390163.9428
2682,319529.7733
2683,623366.0928
2684,314626.5016
2685,342897.2993
2686,267877.0045
2687,311104.4953
2688,224111.3588
2689,210947.4818
2690,411463.672
2691,197571.3927
2692,141460.9783
2693,200428.4053
2694,138957.1761
2695,196384.6683
2696,184102.3525
2697,188324.7867
2698,211754.8974
2699,176016.9621
2700,158152.4362
2701,147812.767
2702,108920.1337
2703,120425.7375
2704,146891.1751
2705,118522.3741
2706,100947.8049
2707,112083.6007
2708,139934.673
2709,117503.3629
2710,128332.3897
2711,307527.0509
2712,383251.7734
2713,172518.4558
2714,145809.9315
2715,174952.1352
2716,141143.7836
2717,191116.5655
2718,231435.0152
2719,150870.8274
2720,170552.6415
2721,134559.4491
2722,161052.1198
2723,142366.5154
2724,124942.1829
2725,129376.4445
2726,145677.0468
2727,175411.3029
2728,170061.727
2729,145756.891
2730,146237.1109
2731,124798.3961
2732,130639.1438
2733,156415.6329
2734,134226.2342
2735,135031.2218
2736,142342.2213
2737,126479.1629
2738,128954.0042
2739,153749.4154
2740,139322.3343
2741,139214.8865
2742,154495.06
2743,158755.8799
2744,155683.6966
2745,139684.7797
2746,134628.8372
2747,155546.0044
2748,119764.9121
2749,132517.6528
2750,128298.5723
2751,132775.3639
2752,203437.4238
2753,155036.0678
2754,232543.3349
2755,131809.0104
2756,97745.42266
2757,73595.94682
2758,79576.09555
2759,157328.5497
2760,133907.9749
2761,144495.7274
2762,140225.1132
2763,181707.0311
2764,158409.3666
2765,260609.5364
2766,135959.6166
2767,86852.8299
2768,130619.442
2769,136719.3539
2770,147883.9196
2771,110883.1882
2772,113691.0797
2773,166996.5091
2774,146868.8872
2775,125061.3659
2776,144274.0687
2777,147267.1616
2778,113368.1098
2779,134388.8993
2780,109773.9775
2781,99229.94483
2782,95040.98934
2783,113970.1264
2784,130519.8359
2785,138742.8381
2786,65179.80633
2787,116413.9259
2788,77401.49011
2789,174107.9591
2790,100530.5043
2791,103164.7745
2792,69135.3737
2793,160420.6668
2794,99486.97134
2795,124756.4085
2796,103908.0513
2797,215492.0798
2798,110574.8479
2799,112753.4363
2800,79411.91901
2801,106532.8327
2802,131814.7489
2803,154656.7539
2804,125658.4294
2805,99250.96085
2806,77797.08292
2807,132964.9956
2808,162447.9804
2809,132153.3357
2810,131485.7622
2811,169951.6462
2812,208753.903
2813,153373.7364
2814,124325.4137
2815,99123.83806
2816,187399.4609
2817,144048.7235
2818,123073.4766
2819,163982.6638
2820,146026.4693
2821,124050.8423
2822,205991.9515
2823,374795.7019
2824,201632.9183
2825,156454.2953
2826,125692.8133
2827,138816.9077
2828,231594.7094
2829,194388.4472
2830,258717.2359
2831,192521.7612
2832,227843.2335
2833,293209.0853
2834,233609.8883
2835,255244.0793
2836,202355.5681
2837,162702.8506
2838,138424.2357
2839,185927.8524
2840,212680.5817
2841,201270.58
2842,246738.3094
2843,161569.9381
2844,175174.2114
2845,113496.0828
2846,219781.1288
2847,255526.8147
2848,199958.5261
2849,188870.4232
2850,296939.1251
2851,221897.4043
2852,237668.2004
2853,250794.1891
2854,131855.2249
2855,191265.7
2856,196298.9589
2857,182131.5582
2858,185662.6198
2859,145262.3158
2860,148013.0141
2861,130029.3393
2862,209570.6016
2863,113421.1914
2864,238239.0059
2865,135794.9855
2866,164790.9134
2867,91238.98445
2868,115789.0369
2869,114525.839
2870,148861.4364
2871,86767.28021
2872,45841.24086
2873,119013.7605
2874,128296.0058
2875,119268.4867
2876,171910.2072
2877,126837.4821
2878,150167.1562
2879,145984.1786
2880,106196.4541
2881,135401.2473
2882,147224.8523
2883,169684.7724
2884,189040.2848
2885,166798.9744
2886,228838.0004
2887,102378.0401
2888,136949.1221
2889,58337.55531
2890,78346.09959
2891,130456.2717
2892,64965.84948
2893,85116.62175
2894,68690.43243
2895,299411.1947
2896,286655.8904
2897,230377.4603
2898,138445.4676
2899,190344.381
2900,156631.3562
2901,200095.3768
2902,185361.006
2903,329202.33
2904,341783.6889
2905,103683.2162
2906,222013.4987
2907,116975.9943
2908,135053.6285
2909,149209.6853
2910,60431.9792
2911,87445.52124
2912,149943.6593
2913,95849.62752
2914,78934.21595
2915,85742.74708
2916,94829.78855
2917,198469.3998
2918,107249.0599
2919,258092.1667
